Term,Definition,See Also
https://brickschema.org/schema/Brick#Water,"transparent, odorless, tasteless liquid; a compound of hydrogen and oxygen (H2O), containing 11.188% hydrogen and 88.812% oxygen by mass; freezing at 32°F (0°C); boiling near 212°F (100°C).",
https://brickschema.org/schema/Brick#Water_Alarm,An alarm that indicates an undesirable event with a pipe or container carrying water e.g. water leak.,
https://brickschema.org/schema/Brick#Water_Cooled_Chiller,A chiller that condenses the refrigerant by rejecting thermal energy to a volume or circuit of water. ,
https://brickschema.org/schema/Brick#Water_Differential_Pressure_Sensor,Measures the difference in pressure between two regions of water.,
https://brickschema.org/schema/Brick#Water_Distribution,Utilize a water distribution source to represent how water is distributed across multiple destinations (pipes),
https://brickschema.org/schema/Brick#Water_Flow_Sensor,Measures the rate of flow of water,
https://brickschema.org/schema/Brick#Water_Flow_Setpoint,Sets the water flow rate.,
https://brickschema.org/schema/Brick#Water_Heater,An apparatus for heating and usually storing hot water,https://www.merriam-webster.com/dictionary/waterheater
https://brickschema.org/schema/Brick#Water_Level_Alarm,An alarm that indicates a high or low water level e.g. in a basin,
https://brickschema.org/schema/Brick#Water_Level_Sensor,Measures the height/level of water in some container,
https://brickschema.org/schema/Brick#Water_Loss_Alarm,An alarm that indicates a loss of water e.g. during transport,
https://brickschema.org/schema/Brick#Water_Meter,A meter that measures the usage or consumption of water,
https://brickschema.org/schema/Brick#Water_Pump,A pump that performs work on water,
https://brickschema.org/schema/Brick#Water_Source_Heat_Pump,A heat pump that extracts thermal energy from a volume of water and transfers it to another medium such as water or air.,
https://brickschema.org/schema/Brick#Water_System,"The equipment, devices and conduits that handle the production and distribution of water in a building",
https://brickschema.org/schema/Brick#Water_Tank,A space used to hold water,
https://brickschema.org/schema/Brick#Water_Temperature_Alarm,An alarm that indicates the off-normal conditions associated with temperature of water.,
https://brickschema.org/schema/Brick#Water_Temperature_Sensor,Measures the temperature of water,
https://brickschema.org/schema/Brick#Water_Temperature_Setpoint,Sets temperature of water,
https://brickschema.org/schema/Brick#Water_To_Air_Heat_Pump,A heat pump that extracts thermal energy from a volume of water and transfers it to a volume of air.,
https://brickschema.org/schema/Brick#Water_To_Water_Heat_Pump,A heat pump that extracts thermal energy from a volume of water and transfers it to another volume of water.,
https://brickschema.org/schema/Brick#Water_Usage_Sensor,"Measures the amount of water that is consumed, over some period of time",
https://brickschema.org/schema/Brick#Water_Valve,A valve that modulates the flow of water,
https://brickschema.org/schema/Brick#Weather_Condition,,
https://brickschema.org/schema/Brick#Weather_Station,A dedicated weather measurement station,https://bedes.lbl.gov/bedes-online/weather-station
https://brickschema.org/schema/Brick#Wet_Bulb_Temperature,"The temperature read by a thermometer covered in water-soaked cloth (wet-bulb thermometer) over which air is passed. A wet-bulb thermometer indicates a temperature close to the true (thermodynamic) wet-bulb temperature. The wet-bulb temperature is the lowest temperature that can be reached under current ambient conditions by the evaporation of water only.  DBT is the temperature that is usually thought of as air temperature, and it is the true thermodynamic temperature. It indicates the amount of heat in the air and is directly proportional to the mean kinetic energy of the air molecule. (https://en.wikipedia.org/wiki/Wet-bulb_temperature)",
https://brickschema.org/schema/Brick#Wind_Direction,Direction of wind relative to North,
https://brickschema.org/schema/Brick#Wind_Direction_Sensor,Measures the direction of wind in degrees relative to North,
https://brickschema.org/schema/Brick#Wind_Speed,"Measured speed of wind, caused by air moving from high to low pressure",
https://brickschema.org/schema/Brick#Wind_Speed_Sensor,"Measured speed of wind, caused by air moving from high to low pressure",
https://brickschema.org/schema/Brick#Wing,"A wing is part of a building – or any feature of a building – that is subordinate to the main, central structure.",
https://brickschema.org/schema/Brick#Workshop,A space used to house equipment that can be used to repair or fabricate things,
https://brickschema.org/schema/Brick#Zone,"(1) a separately controlled heated or cooled space. (2) one occupied space or several occupied spaces with similar occupancy category, occupant density, zone air distribution effectiveness, and zone primary airflow per unit area. (3) space or group of spaces within a building for which the heating, cooling, or lighting requirements are sufficiently similar that desired conditions can be maintained throughout by a single controlling device.",
https://brickschema.org/schema/Brick#Zone_Air,"air inside a defined zone (e.g., corridors).",
https://brickschema.org/schema/Brick#Zone_Air_Cooling_Temperature_Setpoint,The upper (cooling) setpoint for zone air temperature,
https://brickschema.org/schema/Brick#Zone_Air_Dewpoint_Sensor,Measures dewpoint of zone air,
https://brickschema.org/schema/Brick#Zone_Air_Heating_Temperature_Setpoint,The lower (heating) setpoint for zone air temperature,
https://brickschema.org/schema/Brick#Zone_Air_Humidity_Sensor,Measures the relative humidity of zone air,
https://brickschema.org/schema/Brick#Zone_Air_Humidity_Setpoint,Humidity setpoint for zone air,
https://brickschema.org/schema/Brick#Zone_Air_Temperature_Sensor,Measures the temperature of air in a zone,
https://brickschema.org/schema/Brick#Zone_Air_Temperature_Setpoint,Sets temperature of zone air,
https://brickschema.org/schema/Brick#Zone_Air_Wet_Bulb_Temperature_Sensor,Measures the zone air wetbulb temperature.,
https://brickschema.org/schema/Brick#Zone_Standby_Load_Shed_Command,,
https://brickschema.org/schema/Brick#Zone_Unoccupied_Load_Shed_Command,,
